gene,coefficient,test_sample,selected_C
RGS16,0.10825250390250578,BC12,0.01
MINDY1,0.05476784727500089,BC12,0.01
USP9X,-0.0380947494197945,BC12,0.01
BATF,-0.006935300181043812,BC12,0.01
ZNF75A,0.002481647129401335,BC12,0.01
AFTPH,0.017796945877017172,BC12,0.01
MLST8,-0.04284091150572139,BC12,0.01
ACOT8,0.02275656325943302,BC12,0.01
MRPL2,0.035896944244681504,BC12,0.01
TRAK1,0.003992518124630552,BC12,0.01
CEACAM6,0.014581593443855366,BC12,0.01
NSMCE4A,-0.008610571398351648,BC12,0.01
CHMP1A,-0.020312782950240867,BC12,0.01
NECAP1,0.004434671553239612,BC12,0.01
AC018521.5,0.054987954368540926,BC12,0.01
SMARCD2,0.051551203377082085,BC12,0.01
GAA,-0.04062857835041783,BC12,0.01
NFYC,0.014038643485031869,BC12,0.01
CZIB,0.011644493164501902,BC12,0.01
CFD,-0.008433812676151156,BC12,0.01
IRS1,0.045640044274242265,BC12,0.01
LMTK3,-0.04665656221596861,BC12,0.01
AMFR,0.007437912082751907,BC12,0.01
PPP1R37,-0.006763772560761925,BC12,0.01
ANKRD11,-0.005917460347357958,BC12,0.01
GPRC5C,0.03740611184834002,BC12,0.01
OLMALINC,0.03909382936825631,BC12,0.01
STK24,0.050043092417696014,BC12,0.01
TSPYL2,0.00630442550190332,BC12,0.01
INSIG1,0.013308558723691435,BC12,0.01
SIRT2,-0.009826287840036746,BC12,0.01
EPM2AIP1,0.05050663158377077,BC12,0.01
NDRG3,-0.007161364265337684,BC12,0.01
MAVS,0.03763431679799634,BC12,0.01
ZMPSTE24,-0.02770869993376706,BC12,0.01
ROGDI,-0.06336205468736816,BC12,0.01
PDCD7,0.0062341646537155,BC12,0.01
ENPP5,0.07848584508551139,BC12,0.01
SYT13,0.15734221656514522,BC12,0.01
ELOVL2,0.12188007585636805,BC12,0.01
ATP6V1A,-0.00827370257826786,BC12,0.01
ANKRD40,0.009471957627577684,BC12,0.01
SLC27A2,0.12698811880523575,BC12,0.01
CMC4,-0.030415038359381707,BC12,0.01
GEMIN8,-0.020436765621433373,BC12,0.01
ZNF688,0.011446445925816782,BC12,0.01
MRPS25,-0.003202044545655126,BC12,0.01
POLR1H,-0.03781562180913809,BC12,0.01
TBCC,0.029464972823438643,BC12,0.01
MTERF2,-0.056579336959962326,BC12,0.01
KCNK15,0.05751546836801034,BC12,0.01
ACP5,0.024993192792044375,BC12,0.01
CDK12,-0.02347670175681967,BC12,0.01
ATF7,-0.014506841218407548,BC12,0.01
KDM2A,-0.0002423505754057201,BC12,0.01
NCOA3,0.03345811926264456,BC12,0.01
FGF2,-0.037468029572530974,BC12,0.01
TIMM10B,0.0016382882065429415,BC12,0.01
GUCD1,-0.022476931455838105,BC12,0.01
PAK4,0.00041586141378654117,BC12,0.01
MOAP1,0.0026277208202395526,BC12,0.01
WWOX,0.0020473097913194507,BC12,0.01
COQ9,-0.011539169121381494,BC12,0.01
PANK3,-0.00908869077700783,BC12,0.01
SLC35C2,0.0555477702216325,BC12,0.01
RITA1,0.012501583581922823,BC12,0.01
RELL1,0.005305802700978376,BC12,0.01
RAMP2,-0.007111513373776336,BC12,0.01
ALDH7A1,-0.024587694943922198,BC12,0.01
HIBADH,-0.028156084834888517,BC12,0.01
SKA2,-0.026298821398964906,BC12,0.01
SLC9A3R2,0.009669197927152876,BC12,0.01
VPS26B,0.002211880111330944,BC12,0.01
HID1,0.010582368890802368,BC12,0.01
SDSL,-0.006097398580683378,BC12,0.01
GSE1,-0.0009113716424508484,BC12,0.01
SAMM50,0.0018126282532595747,BC12,0.01
POR,0.01755934779975445,BC12,0.01
DNAJA3,-0.01768328448766326,BC12,0.01
MRPL15,0.0021237317426447684,BC12,0.01
TAF10,0.0020635852907972185,BC12,0.01
BRAF,-0.01190813876660179,BC12,0.01
CXCL17,-0.003543430758245372,BC12,0.01
LTBP4,0.006526379153373678,BC12,0.01
CLEC3A,-0.0880347089867262,BC12,0.01
PCYOX1,0.00338482726412338,BC12,0.01
CALCOCO2,0.02320817952329064,BC12,0.01
NSF,-0.05526765416893378,BC12,0.01
MDP1,0.04884538780490725,BC12,0.01
SLC1A5,0.03193660979094565,BC12,0.01
PHYH,0.002077015498442721,BC12,0.01
ZNF652,0.005092764016068782,BC12,0.01
TMEM25,0.009331816736934366,BC12,0.01
NTN4,-0.03602216095013778,BC12,0.01
NUDT16,0.006790601705969496,BC12,0.01
UNC119,-0.004650598645726182,BC12,0.01
SLC25A24,-0.021616696622473706,BC12,0.01
PTPN1,-0.00032687833199476627,BC12,0.01
ARMC1,0.043372452371000916,BC12,0.01
GREB1,0.019171706892678882,BC12,0.01
RHPN1,-0.012128780039292684,BC12,0.01
RPS6KB1,0.0019858272439745445,BC12,0.01
TMEM35B,0.04151033734985074,BC12,0.01
ECPAS,0.03663940150442079,BC12,0.01
GLT8D1,-0.011230140869851364,BC12,0.01
SLC38A10,0.005548277679594346,BC12,0.01
PNPO,0.01589560341375228,BC12,0.01
AC091271.1,0.012510870589848752,BC12,0.01
EPS15L1,-0.02402186511655259,BC12,0.01
SNRNP35,0.02907466601676722,BC12,0.01
CYP4B1,0.14817060090806208,BC12,0.01
TMEM192,-0.028464318419514655,BC12,0.01
EGFL7,-0.013974547172960722,BC12,0.01
PCMTD2,0.05664444779992716,BC12,0.01
POP4,-0.030240806293940388,BC12,0.01
MFSD1,-0.02622372457182459,BC12,0.01
EIF2AK2,0.059490747127039556,BC12,0.01
C5orf15,-0.07827060166271976,BC12,0.01
YTHDF1,0.029530174605361732,BC12,0.01
TTC17,-0.003199471354867657,BC12,0.01
VPS4A,-0.026778934996469675,BC12,0.01
FUBP1,-0.06241699478749999,BC12,0.01
CFAP20,0.03379377736943386,BC12,0.01
RNF135,-0.020780831435425428,BC12,0.01
DNAJC10,0.027347361787876574,BC12,0.01
PITX1,-0.05665653289737168,BC12,0.01
KLHL5,0.04456020908300794,BC12,0.01
ANKRD26,0.010208705031694788,BC12,0.01
APOE,0.04228497638941212,BC12,0.01
MT1G,0.10236605506568262,BC12,0.01
CGA,-0.011439625697879627,BC12,0.01
USP32,0.0660354037428815,BC12,0.01
PCCA-DT,-0.01356056239689841,BC12,0.01
DMAC2,0.005442490864875286,BC12,0.01
IDNK,0.045474485099557864,BC12,0.01
TMEM64,0.09670201929093776,BC12,0.01
AGPAT1,0.04013380321376837,BC12,0.01
LENG1,0.012278871816407572,BC12,0.01
LINC02802,-0.006323041215216347,BC12,0.01
PDK2,0.043279479975088256,BC12,0.01
FAM3B,0.1113597743795513,BC12,0.01
NDRG2,0.01949138483865135,BC12,0.01
OSBPL8,-0.030350312875576345,BC12,0.01
RBP7,0.11011636075689633,BC12,0.01
DHRS2,0.028394835745487595,BC12,0.01
SLC30A1,-0.05737817216921759,BC12,0.01
RCC1L,0.0003544549297135025,BC12,0.01
VWA1,-0.0546436153548227,BC12,0.01
HOPX,0.08268511096041871,BC12,0.01
FAM234A,-0.023037033767817086,BC12,0.01
MTARC1,0.06010546606195527,BC12,0.01
PDZK1,2.0717375531753004e-06,BC12,0.01
RAD9A,-0.010324250598264893,BC12,0.01
GOT1,0.023031060069418012,BC12,0.01
FBXO9,-0.042935436073476815,BC12,0.01
FDXR,0.0016643852779050848,BC12,0.01
C20orf204,0.11274218564716415,BC12,0.01
RIDA,-0.026852295002355888,BC12,0.01
ZFHX3,0.04497966608367483,BC12,0.01
PXMP4,0.04436156857348336,BC12,0.01
ARHGAP35,0.0026336354582585835,BC12,0.01
VAMP5,0.00395590978817797,BC12,0.01
LIG3,0.007523616102531088,BC12,0.01
ALG3,-0.02988060920577117,BC12,0.01
AP1S2,-0.05069450774083863,BC12,0.01
TMEM60,0.019350195437093452,BC12,0.01
C6orf89,-0.03592597989087095,BC12,0.01
SYNGR1,0.06052027863137808,BC12,0.01
PVALB,0.19612287952819515,BC12,0.01
APPBP2,0.06261395662626296,BC12,0.01
GCDH,-0.015208070456094017,BC12,0.01
LENG8,-0.04553239122151312,BC12,0.01
MYB,-0.02262746491994946,BC12,0.01
TTC36,-0.015835754242432457,BC12,0.01
C6orf226,0.001884495387008594,BC12,0.01
RAD51C,0.025187837249398107,BC12,0.01
ARAF,-0.013615989329216817,BC12,0.01
PEPD,0.009881220560441824,BC12,0.01
CHCHD6,0.010703286311604575,BC12,0.01
SULT1A1,0.009753626303253046,BC12,0.01
KCNJ3,0.1868723053443292,BC12,0.01
KIF3B,0.01765538246531288,BC12,0.01
SLC35B2,-0.008163765910627742,BC12,0.01
HSD17B8,-0.0039496969406640275,BC12,0.01
TXLNG,-0.03193869970627232,BC12,0.01
ZNF749,-0.018563812922572028,BC12,0.01
CHAD,0.14714598847714272,BC12,0.01
ALB,0.18425529721303688,BC12,0.01
CST5,0.1615605731342359,BC12,0.01
AGTR1,0.11936724774491617,BC12,0.01
NEFH,0.1466816239878217,BC12,0.01
H1-2,0.04698052489893551,BC17,0.01
CHCHD10,-0.01636442364142236,BC17,0.01
DBI,-0.04303352815064593,BC17,0.01
SLC9A3R1,0.08176165300970803,BC17,0.01
MPC2,-0.12762379337191576,BC17,0.01
FKBP4,0.04664834050703827,BC17,0.01
PRSS23,-0.035658486287603076,BC17,0.01
GLRX5,0.010564890874893566,BC17,0.01
FCGRT,0.122427723097433,BC17,0.01
HSPA1A,0.02786992611019461,BC17,0.01
TMEM160,0.025596752489540887,BC17,0.01
NDUFAB1,0.10122572280825531,BC17,0.01
GATA3,-0.06408460090449163,BC17,0.01
ATP5MC3,-0.025192774720560356,BC17,0.01
COX7B,-0.10296944473608452,BC17,0.01
NUCB2,-0.07047595574589008,BC17,0.01
HSBP1,0.0005446489474320085,BC17,0.01
HSPE1,-0.017777404670029227,BC17,0.01
HERPUD1,-0.034672751491954625,BC17,0.01
ATP6AP2,-0.04402884317164928,BC17,0.01
ATP5F1A,-0.11485596963541166,BC17,0.01
COX8A,-0.05193265721813632,BC17,0.01
H2AJ,-0.026066838119534204,BC17,0.01
TMEM230,0.0032797802363750926,BC17,0.01
RETREG1,0.08351236795274668,BC17,0.01
GPX1,0.035822032122743104,BC17,0.01
ATP5PD,-0.007839093450857992,BC17,0.01
COX5B,-0.12042906485537129,BC17,0.01
NDUFB7,-0.023416693003078665,BC17,0.01
ETFB,0.0708771120792024,BC17,0.01
NDUFB10,-0.000636994037956323,BC17,0.01
COX5A,-0.06512357721361414,BC17,0.01
CST3,-0.14231645928520065,BC17,0.01
NDUFB9,-0.06120602485902019,BC17,0.01
MDH2,-0.02438598984331372,BC17,0.01
UQCR10,-0.12684660150549654,BC17,0.01
ATP5F1B,-0.08631811067193328,BC17,0.01
DCAF6,-0.009781203631176818,BC17,0.01
CYC1,-0.07152742916246677,BC17,0.01
NDUFB5,0.025452084164497717,BC17,0.01
IDH2,0.010122800947197063,BC17,0.01
PRDX2,-0.10757957207664287,BC17,0.01
CKB,-0.09156336723653041,BC17,0.01
GABARAPL2,0.04202701022692612,BC17,0.01
UQCRH,-0.13610366436940224,BC17,0.01
CLU,-0.11377071963228454,BC17,0.01
EPN3,0.07899991528859368,BC17,0.01
C18orf32,-0.08445771444801921,BC17,0.01
NDUFA1,-0.011634944315842144,BC17,0.01
FXYD3,-0.11142432159285351,BC17,0.01
PEBP1,-0.10208992051778892,BC17,0.01
CLDN3,-0.052022526185515686,BC17,0.01
HSPD1,-0.07261521208562932,BC17,0.01
NDUFAF3,0.08496147757832802,BC17,0.01
NDUFB4,-0.07745691714645352,BC17,0.01
COX14,-0.025135348880013078,BC17,0.01
PBX1,0.00494965474989484,BC17,0.01
ATP5ME,-0.11205385954020235,BC17,0.01
SLC39A6,-0.01042023028731943,BC17,0.01
CKS2,0.04657769582214167,BC17,0.01
DYNLRB1,-0.03184245983883034,BC17,0.01
NDUFS6,0.022132239045214244,BC17,0.01
STARD10,-0.06241674002783452,BC17,0.01
TBC1D9,0.045683163164533476,BC17,0.01
PAFAH1B3,-0.010211229118581282,BC17,0.01
ATP5MC1,-0.052050574678498183,BC17,0.01
SELENOP,-0.01703607417590655,BC17,0.01
NDUFA7,-0.011317712789360565,BC17,0.01
PRKAR1A,-0.009727244925581979,BC17,0.01
RBBP7,0.049896301751177596,BC17,0.01
SCD,0.0986933012653423,BC17,0.01
MORF4L2,-0.10574830484494709,BC17,0.01
ATP6AP1,0.04846026435741013,BC17,0.01
NDUFA12,0.009216449989901723,BC17,0.01
TOMM6,0.03950273949497998,BC17,0.01
C1orf43,-0.06672473447624394,BC17,0.01
COX17,-0.030029537714179703,BC17,0.01
BEX3,-0.02021332705867052,BC17,0.01
GTF2I,0.003599735945375933,BC17,0.01
PRDX5,-0.047144316450182494,BC17,0.01
VAMP8,-0.09162757493599236,BC17,0.01
ACO2,-0.01860056183953806,BC17,0.01
NDUFA6,-0.03820637273878507,BC17,0.01
IGFBP4,0.03697567405998398,BC17,0.01
ERP29,-0.045779262003911164,BC17,0.01
MZT2B,-0.03898932525987308,BC17,0.01
NQO1,0.040259322768935894,BC17,0.01
HACD3,-0.06984111089103413,BC17,0.01
MRPL27,0.06495067574682095,BC17,0.01
MAGED2,-0.11146833422864,BC17,0.01
DYNLL1,-0.043543420488757006,BC17,0.01
HINT2,0.0025082698879514663,BC17,0.01
ESR1,-0.004861746001249526,BC17,0.01
NDUFS2,-0.06014362766499798,BC17,0.01
MRPS7,0.06086046770840061,BC17,0.01
TEX264,0.0338570509771408,BC17,0.01
CALR,-0.07973068187731529,BC17,0.01
CAPG,-0.025979736392191508,BC17,0.01
BANF1,0.06832388871412316,BC17,0.01
SSR3,-0.05555756583638349,BC17,0.01
ANAPC11,-0.044364639684064344,BC17,0.01
NDUFA8,-0.0300792544624185,BC17,0.01
CERS2,-0.048434116172887176,BC17,0.01
NAXE,-0.0336539976474804,BC17,0.01
MRPS26,0.005380736756763555,BC17,0.01
TMED2,-0.04118685386229354,BC17,0.01
RSBN1L,-0.08220278322933659,BC17,0.01
NDUFB1,-0.09601971710110913,BC17,0.01
TM7SF2,0.10223169859522618,BC17,0.01
SNF8,0.09866811371933923,BC17,0.01
CANX,-0.008746622178376837,BC17,0.01
SRI,-0.08556731505245134,BC17,0.01
TMEM14B,0.05654639958540998,BC17,0.01
SELENOT,0.03616605293326165,BC17,0.01
ARL6IP4,-0.0389411487939419,BC17,0.01
COX7A2L,-0.04567487797446099,BC17,0.01
SNHG25,0.10790286050580757,BC17,0.01
GASK1B,0.07764474197689172,BC17,0.01
YWHAQ,-0.1657024002869284,BC17,0.01
MRPS24,-0.0010833199413482647,BC17,0.01
NDUFB8,-0.02840834980061559,BC17,0.01
SMDT1,0.018260985996618746,BC17,0.01
DNPH1,0.10283819617675408,BC17,0.01
MRPS12,0.0016505144691743318,BC17,0.01
NENF,-0.07305690060362022,BC17,0.01
H2BC5,0.06816151089557965,BC17,0.01
SARAF,0.0036986183022390097,BC17,0.01
TECR,-0.04839952923432567,BC17,0.01
TSPAN13,0.06275104844625203,BC17,0.01
COPS9,-0.08359398333749296,BC17,0.01
PCBD1,-0.022165881709970733,BC17,0.01
PMVK,0.016235379272461638,BC17,0.01
CSAD,0.013976767382291288,BC17,0.01
APRT,0.01146023355721955,BC17,0.01
RTN3,-0.004638659790449877,BC17,0.01
MRPL23,0.003918125763102668,BC17,0.01
CMTM6,-0.008434755248864716,BC17,0.01
NDUFS3,-0.02340511015238456,BC17,0.01
PLAAT3,0.13316276826608078,BC17,0.01
PCMTD1,-0.09706006669682254,BC17,0.01
GADD45GIP1,-0.0021273031223510205,BC17,0.01
MRPS34,-0.011829269019777685,BC17,0.01
TNNT1,0.1410976625445765,BC17,0.01
MRPL12,0.03170133304626143,BC17,0.01
HPN,0.05864378829596918,BC17,0.01
P4HTM,0.005452216341078282,BC17,0.01
CTSF,0.11215050254285192,BC17,0.01
GCSH,0.008784377225852026,BC17,0.01
MRPL57,-0.004853965509555801,BC17,0.01
MRPS23,0.050259683981851114,BC17,0.01
MRFAP1,-0.041441399531142106,BC17,0.01
PTMS,-0.0890482167131772,BC17,0.01
ATP5PB,-0.06127341143644604,BC17,0.01
GHITM,0.010463922556531004,BC17,0.01
PIGT,0.026831996071458506,BC17,0.01
PTGES3,-0.0608761429384276,BC17,0.01
TRMT112,-0.0234462194248358,BC17,0.01
TOB1,-0.015862732295341173,BC17,0.01
PHPT1,-0.06149375997120439,BC17,0.01
EGR1,0.06674988431686497,BC17,0.01
NDUFAF8,-0.052356706248241194,BC17,0.01
AHCYL1,-0.05834073303208056,BC17,0.01
CALM3,0.023661746833849067,BC17,0.01
ZCRB1,-0.006004208272699311,BC17,0.01
RERG,0.04440690611134107,BC17,0.01
NDUFS7,-0.03109210798362992,BC17,0.01
SCAND1,0.032280300782711116,BC17,0.01
SEC11C,-0.03575814344900221,BC17,0.01
NDUFB6,0.023664302002662868,BC17,0.01
GGA2,-0.058127728426437514,BC17,0.01
COA3,-0.04236647195332321,BC17,0.01
UGCG,-0.0402344924798945,BC17,0.01
PXMP2,0.08240977309473102,BC17,0.01
SELENOW,-0.06065921208459728,BC17,0.01
TMEM14A,0.033343231813810714,BC17,0.01
PPP1CA,0.06323976252312576,BC17,0.01
DDRGK1,-0.020451550568376553,BC17,0.01
MRPL24,-0.008966272884964554,BC17,0.01
MRPL40,0.04656085667622318,BC17,0.01
BTG2,-0.19506477866936942,BC17,0.01
MAST4,-0.021634761839157676,BC17,0.01
MICOS13,-0.04167349099384636,BC17,0.01
RWDD4,0.005626929919512206,BC17,0.01
NDUFV1,0.0091196072350866,BC17,0.01
UQCC3,0.031798590133683545,BC17,0.01
LSM4,-0.06506355739310814,BC17,0.01
H2BC21,-0.047578694810523986,BC17,0.01
RPN2,-0.08472969933989485,BC17,0.01
MIEN1,-0.08999321520532991,BC17,0.01
AMZ2,0.10570360119007861,BC17,0.01
ANAPC16,-0.08327893151484551,BC17,0.01
MZT2A,-0.09453969776017619,BC17,0.01
YIF1A,0.02317948919568063,BC17,0.01
C11orf58,-0.1125813987440581,BC17,0.01
PDHB,0.008804218963399363,BC17,0.01
TRAPPC6A,-0.018876618913487197,BC17,0.01
FDPS,-0.04381406122658587,BC17,0.01
DCXR,0.030220970522991754,BC17,0.01
CMBL,0.015440401230720775,BC17,0.01
DHRS7,-0.0059157744222364875,BC17,0.01
SDF2L1,0.07532826962642089,BC17,0.01
GTF3A,0.037279316322996206,BC17,0.01
H2AC6,-0.054847978115610395,BC17,0.01
ARF3,0.025960483091157015,BC17,0.01
BLVRB,0.010454988993304815,BC17,0.01
CRNDE,-0.03690487425493524,BC17,0.01
CYB561,0.0443235677826437,BC17,0.01
DUT,-0.046296236479957925,BC17,0.01
CHCHD5,-0.06163739320536614,BC17,0.01
ST13,-0.03874988304399192,BC17,0.01
TMEM134,0.08504645145036735,BC17,0.01
GALNT1,0.07179928879079676,BC17,0.01
TMEM9B,0.03518393408923251,BC17,0.01
FOXA1,0.0680971646086211,BC17,0.01
RNF139,0.0633115086053612,BC17,0.01
DDT,-0.07012498095897804,BC17,0.01
TOMM22,-0.035261585418483676,BC17,0.01
COMT,0.0291286432969311,BC17,0.01
HSD17B10,-0.02128568584924902,BC17,0.01
SELENOS,-0.10335602745368119,BC17,0.01
PPCS,-0.034290818974730145,BC17,0.01
CACYBP,-0.014927663016189165,BC17,0.01
GNG10,0.0269012081621425,BC17,0.01
POLD4,0.010037011596362217,BC17,0.01
POLR2F,0.047172518438690775,BC17,0.01
BPTF,0.02141464684682713,BC17,0.01
CISD3,0.002919832823237075,BC17,0.01
TMEM141,-0.026550678701517852,BC17,0.01
ECH1,-0.05946751361250489,BC17,0.01
SYAP1,0.06629397974406866,BC17,0.01
SORD,0.056825028294656445,BC17,0.01
GAMT,0.03308536303354739,BC17,0.01
GADD45G,0.053878949482635184,BC17,0.01
DGCR6L,0.07291938657480916,BC17,0.01
MCRIP2,0.002478825895037521,BC17,0.01
MARCHF6,0.017533449964742293,BC17,0.01
HEBP1,-0.03192056320134465,BC17,0.01
BLVRA,0.001859036531566367,BC17,0.01
MTCH1,-0.04961252928090757,BC17,0.01
LAMP2,-0.02063528337457814,BC17,0.01
FOSB,-0.028739466388277922,BC17,0.01
PNPLA4,0.08110750130234665,BC17,0.01
PNKD,0.020393025594591326,BC17,0.01
MDH1,-0.08982714832314252,BC17,0.01
SHARPIN,0.043007667871981625,BC17,0.01
SDHB,-0.07976455732119299,BC17,0.01
TPD52L1,0.11016159775798033,BC17,0.01
YIPF3,0.03268177406133094,BC17,0.01
RABAC1,-0.03572234495032551,BC17,0.01
MRPL36,-0.0035996623654737064,BC17,0.01
TCEAL1,-0.00186096864027331,BC17,0.01
NDUFA10,-0.06889298277996336,BC17,0.01
PRLR,0.008751276414012363,BC17,0.01
PHF14,0.018137670899934687,BC17,0.01
SUPT4H1,0.04749063304344319,BC17,0.01
PRXL2A,0.004359175415811648,BC17,0.01
CCDC167,0.06187884209369248,BC17,0.01
BAD,0.026483185379427565,BC17,0.01
SPDEF,-0.026109184552225072,BC17,0.01
MRPS18A,0.04617494894972835,BC17,0.01
BSCL2,-0.018969727796395802,BC17,0.01
LASP1,-0.04421974996456837,BC17,0.01
MRPL21,0.03627319013113466,BC17,0.01
NR2F6,0.0650042891007208,BC17,0.01
NORAD,-0.014008325572130243,BC17,0.01
ERLEC1,0.015799049855506866,BC17,0.01
ACSF2,0.028062806688864187,BC17,0.01
EIF2AK1,0.07531721719372565,BC17,0.01
RHBDD2,2.766610408462225e-05,BC17,0.01
EMC10,-0.003756708194575071,BC17,0.01
TSC22D3,-0.02218717509609051,BC17,0.01
RBM47,0.0425274120657618,BC17,0.01
SERINC3,0.02895206279922686,BC17,0.01
LRPAP1,-0.012565999435889201,BC17,0.01
RNF187,-0.08145427625100785,BC17,0.01
CDH1,-0.034866141513600735,BC17,0.01
DYNLL2,0.11927791771488895,BC17,0.01
YIPF6,0.018342974259904023,BC17,0.01
MLF2,-0.04069378731957019,BC17,0.01
MRPS14,-0.03419136090921037,BC17,0.01
DMAC1,-0.022042960565815978,BC17,0.01
FLOT1,-0.005981473647285179,BC17,0.01
ING2,0.04347773344198851,BC17,0.01
ISOC2,0.0951923781512347,BC17,0.01
OS9,0.0032973015094474945,BC17,0.01
PTOV1,0.015475924985164596,BC17,0.01
SRSF1,-0.0371534418567073,BC17,0.01
HAGH,0.0021276146669376,BC17,0.01
POLDIP2,-0.01962883179128786,BC17,0.01
COA1,0.06894688359924048,BC17,0.01
CMC1,-0.033526010138068746,BC17,0.01
ECI1,0.030687933128336946,BC17,0.01
TP53TG1,-0.10345257038965043,BC17,0.01
RPP21,-0.008443645047950987,BC17,0.01
VAV3,0.022465804609622192,BC17,0.01
UHMK1,-0.06218940152170207,BC17,0.01
DEK,0.011728009920061155,BC17,0.01
TXN2,-0.011312097665922628,BC17,0.01
ARMCX3,-0.026245747133926498,BC17,0.01
COX11,0.04140235563707794,BC17,0.01
ZDHHC24,0.04757861831600041,BC17,0.01
TCEAL3,-0.015039992401000174,BC17,0.01
ARL3,-0.056229855484666746,BC17,0.01
RCN2,-0.06463591098878407,BC17,0.01
TMEM208,0.10935612291192444,BC17,0.01
MCTS1,-0.025847030850337342,BC17,0.01
NUDT4,0.03707500017052592,BC17,0.01
RNASEH2C,0.01509914425460733,BC17,0.01
POLE4,-0.021438542183693236,BC17,0.01
IRX3,-0.005776319381735208,BC17,0.01
STRBP,-0.011324048513176822,BC17,0.01
IDH1,-0.020197226151767535,BC17,0.01
HTATIP2,-0.035338535512691636,BC17,0.01
MED13L,0.009608688551019718,BC17,0.01
BCAM,-0.02735850869674249,BC17,0.01
EPHX1,-0.03264910900745765,BC17,0.01
PLD3,0.008718596332847479,BC17,0.01
SIAH2,-0.01553019861125654,BC17,0.01
PPP1CC,-0.016491479340999416,BC17,0.01
TMEM9,-0.029955937691455423,BC17,0.01
PIN1,0.02306517266163641,BC17,0.01
SLC35B1,0.03126920583118994,BC17,0.01
ANAPC13,0.038662349219188354,BC17,0.01
ERBB3,-0.021955907361554648,BC17,0.01
GRAMD1A,0.005123228758086175,BC17,0.01
CORO1B,0.068150316381279,BC17,0.01
SEZ6L2,-0.015747282323494163,BC17,0.01
GRINA,-0.04255719091904516,BC17,0.01
SQLE,-0.07045304325264311,BC17,0.01
C20orf27,0.06661299342611639,BC17,0.01
SRSF6,-0.03797128637222909,BC17,0.01
SPOP,-0.025700410579822544,BC17,0.01
MRPL34,-0.030530579288409892,BC17,0.01
TXNIP,-0.04358006485502831,BC17,0.01
GRN,0.0031642327044988446,BC17,0.01
C7orf50,-0.002385619952745557,BC17,0.01
ABHD12,0.003166320049512992,BC17,0.01
EGLN2,-0.04845862154750897,BC17,0.01
TAF15,0.07485444906089654,BC17,0.01
SH3YL1,-0.0025210567919218985,BC17,0.01
ATG101,-0.04874136750525726,BC17,0.01
TLE5,-0.01831026989351723,BC17,0.01
PTPMT1,0.07194253910822355,BC17,0.01
NINJ1,-0.04513913679191822,BC17,0.01
MRPS18B,-0.013036456396575375,BC17,0.01
ADI1,0.04867762248631579,BC17,0.01
TRPS1,-0.009037126443195122,BC17,0.01
ZMAT2,0.015431395525225886,BC17,0.01
METRN,-0.01880456305922926,BC17,0.01
NECAB3,0.06123603986775728,BC17,0.01
TERF2IP,-0.02848995821819841,BC17,0.01
METTL5,-0.0009049911869529987,BC17,0.01
SUSD3,0.03464376102758724,BC17,0.01
SRPRB,-0.013317774337603724,BC17,0.01
CTSH,0.016247546190584623,BC17,0.01
VDAC3,-0.020472953650106557,BC17,0.01
SURF1,-0.00506627266188284,BC17,0.01
OCEL1,0.019998826061218413,BC17,0.01
SEC61A1,0.09550790861391233,BC17,0.01
COQ4,0.032092421159359695,BC17,0.01
THSD4,-0.051286529999991934,BC17,0.01
CNPY3,0.06252368370797211,BC17,0.01
DCTN3,0.029052059612735548,BC17,0.01
RNF5,0.033497251627193816,BC17,0.01
CDS2,0.021618328282564832,BC17,0.01
PIGP,0.07420522514831619,BC17,0.01
SNRPN,-0.0162997877435687,BC17,0.01
RPN1,-0.0007930070924003455,BC17,0.01
FAM120AOS,-0.0004853857656553091,BC17,0.01
TIMMDC1,0.05531133519784535,BC17,0.01
ZBTB20,0.012049993011696347,BC17,0.01
GPAA1,-0.023802498721826906,BC17,0.01
RAP1A,-0.045248565928866086,BC17,0.01
TIMM17B,0.035208256590134705,BC17,0.01
USF2,-0.020933068019390804,BC17,0.01
WBP1,0.005513267356823081,BC17,0.01
BAG3,-0.010283240777014167,BC17,0.01
CAND1,-0.04175016000656671,BC17,0.01
SPATA20,0.06408395677370257,BC17,0.01
CTSA,0.014011116855333688,BC17,0.01
C8orf82,-0.014480820643255626,BC17,0.01
TIMP3,0.0793494131492113,BC17,0.01
FBP1,-0.0437360689262373,BC17,0.01
POP7,-0.0337274359573763,BC17,0.01
CTSZ,0.07413833906220252,BC17,0.01
COPRS,0.04494125603801178,BC17,0.01
HMGCS1,0.009870441480679717,BC17,0.01
CLTC,-0.033815913505119435,BC17,0.01
NFU1,-0.07452970172671644,BC17,0.01
MEA1,-0.010835003376007634,BC17,0.01
COMTD1,0.019089691544596204,BC17,0.01
CLPTM1,0.07489597946072751,BC17,0.01
EBP,0.01776882285710251,BC17,0.01
RNF13,0.02047574342630189,BC17,0.01
FLYWCH2,0.011294800844081191,BC17,0.01
IRF2BPL,-0.016440838022709826,BC17,0.01
MGMT,0.00887299167352798,BC17,0.01
EML2,0.013749180240231147,BC17,0.01
STMN1,-0.0848405939327151,BC17,0.01
PIGX,0.052854027976655435,BC17,0.01
AL035661.1,0.04524235060154046,BC17,0.01
BRMS1,0.041445154805901045,BC17,0.01
CDK4,-0.006016211672027407,BC17,0.01
SIGIRR,-0.07107750073647554,BC17,0.01
TSG101,0.005268822101584388,BC17,0.01
